idx,true_genre,track_id,cqt_path,audio_path,filename,num_segments,clip_sec,rng_seed,drive_file_id
10,blues,1066748,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1066748\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1066748\1066748.mp3,1066748.mp3,10,5.0,0,1GptStCF8ZQ2cVrdU7G0qH-tifZu5_bHm
11,blues,1066750,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1066750\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1066750\1066750.mp3,1066750.mp3,10,5.0,0,1JCSLvnjpi-kIEDsM2m7Vbm6cZboDwx3p
12,blues,1066753,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1066753\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1066753\1066753.mp3,1066753.mp3,10,5.0,0,1iRb5FzCrDCr5-mA0Np73Nex79iZJ2siZ
13,blues,1066758,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1066758\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1066758\1066758.mp3,1066758.mp3,10,5.0,0,1RQAcnbFKU25tRGyOvnR0hQuDfx-6OF8S
14,blues,1066759,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1066759\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1066759\1066759.mp3,1066759.mp3,10,5.0,0,1is-kvpKT_DCyUG3Jdq4trSUFELjKs460
15,blues,1084483,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1084483\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1084483\1084483.mp3,1084483.mp3,10,5.0,0,1nsKQWtdliS3UrBIdNPx_CwiZjEJxXyN6
16,blues,1087538,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1087538\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1087538\1087538.mp3,1087538.mp3,10,5.0,0,1EPEzjsrzc3tjRTYYIdHUefZXvaN3OoeR
17,blues,1088118,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1088118\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1088118\1088118.mp3,1088118.mp3,10,5.0,0,1_qOix-QHmpOxm1TH9dmJqFiLyt4GwBWj
18,blues,1091244,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1091244\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1091244\1091244.mp3,1091244.mp3,10,5.0,0,1n3HmFDKDagbJav5p4Mzs6MZBjXB34cNw
19,blues,1091245,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1091245\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1091245\1091245.mp3,1091245.mp3,10,5.0,0,1tv-PwB2nQm7kBn0hX6qfRFGShTEqBz1r
20,blues,1101297,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1101297\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1101297\1101297.mp3,1101297.mp3,10,5.0,0,1Lq5KjueJ8saGeFAa_ndRgbYUDZakYfZb
21,blues,1106762,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1106762\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1106762\1106762.mp3,1106762.mp3,10,5.0,0,1juvb4HLK4oILk_bvJfH0elptCbKbeVeb
22,blues,1107567,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107567\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107567\1107567.mp3,1107567.mp3,10,5.0,0,15L8cSqr83QWR8JveMIBlqnVlKJI0eEYl
23,blues,1107568,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107568\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107568\1107568.mp3,1107568.mp3,10,5.0,0,1Q6qNToMhoEuCFpII0Dfj4oe3Pt-HWDKg
24,blues,1107569,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107569\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107569\1107569.mp3,1107569.mp3,10,5.0,0,1LoBnh0Srtr-5Zc7EEw9aqGE-4YRdtv3N
25,blues,1107570,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107570\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107570\1107570.mp3,1107570.mp3,10,5.0,0,1jy5YfUiCP6OwzvXl4pZqYjIA-qj7mxiq
26,blues,1107571,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107571\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107571\1107571.mp3,1107571.mp3,10,5.0,0,1jNemADXqIv_zmzXLriAZXjrCFGRl4zx0
27,blues,1107572,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107572\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107572\1107572.mp3,1107572.mp3,10,5.0,0,1zGGPcfxlnF3HM2B0xzPt6sfw2X_6oX-t
28,blues,1107573,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107573\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107573\1107573.mp3,1107573.mp3,10,5.0,0,1p1s1k__j1sF-kxxIcvu_cE_tUnaSoF3v
29,blues,1107574,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107574\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107574\1107574.mp3,1107574.mp3,10,5.0,0,1Rt86ePwX_3D_lkV4Li_XOI6FcH5L4xL2
30,blues,1107575,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107575\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107575\1107575.mp3,1107575.mp3,10,5.0,0,1Q5qLPiLgju_9POpP6Agswe_8xoogMGqQ
31,blues,1107576,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107576\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107576\1107576.mp3,1107576.mp3,10,5.0,0,1ycYJOMI07r8zcWiic3Y79KO9xhupoCLx
32,blues,1107577,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107577\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107577\1107577.mp3,1107577.mp3,10,5.0,0,1g13YJeHDAxq6vb6tdAAkH2hifAYGrSwl
33,blues,1107578,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107578\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107578\1107578.mp3,1107578.mp3,10,5.0,0,1OkNP5gHIzMLYj_6NdbO-81xSzmeXk55e
34,blues,1107579,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107579\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107579\1107579.mp3,1107579.mp3,10,5.0,0,1RhPdWSXxPyeulOa5TZqJk1EH-BpUaQfy
35,blues,1107580,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107580\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107580\1107580.mp3,1107580.mp3,10,5.0,0,1sMgocpE6-JvucRam3N13p9yHUSr34NCX
36,blues,1107729,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1107729\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1107729\1107729.mp3,1107729.mp3,10,5.0,0,17nNpmTjcGQVTXGsaKifNBCgPWxhecj16
37,blues,1110480,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110480\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110480\1110480.mp3,1110480.mp3,10,5.0,0,1rZMu9yGdDKDOOPCEYtRT_GbwLBGHwZxD
38,blues,1110481,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110481\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110481\1110481.mp3,1110481.mp3,10,5.0,0,1aypd2RC4NCVBF5YEjIZi5u6ICGxU2WRl
39,blues,1110482,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110482\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110482\1110482.mp3,1110482.mp3,10,5.0,0,1NBISLbYK9w3pyfcWL3fSjQZzBPFwy15M
40,blues,1110483,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110483\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110483\1110483.mp3,1110483.mp3,10,5.0,0,1TRD3b15Xq1jBnoTtvDvl_TWRudVtWovZ
41,blues,1110484,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110484\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110484\1110484.mp3,1110484.mp3,10,5.0,0,1yuHCF7noWMso97pVC2c8idq6mylEw8TO
42,blues,1110485,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110485\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110485\1110485.mp3,1110485.mp3,10,5.0,0,1rN1For-wJX6SQrYSOd5UvEqOiPQzee9b
43,blues,1110486,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110486\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110486\1110486.mp3,1110486.mp3,10,5.0,0,1Ap-doE7pOSdKRAW_75AWlabNUamEjG4k
44,blues,1110487,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110487\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110487\1110487.mp3,1110487.mp3,10,5.0,0,1XG_yerHYNdYwYbXfeWoBQm1TjnOlHssV
45,blues,1110488,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110488\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110488\1110488.mp3,1110488.mp3,10,5.0,0,1dh_mcpTEGfuUgLKp5OYO8Q1NPRk3_BQL
46,blues,1110489,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110489\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110489\1110489.mp3,1110489.mp3,10,5.0,0,1ku1i3YxtBU8L7As0jXXpGd_uH4X_m9KP
47,blues,1110490,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110490\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110490\1110490.mp3,1110490.mp3,10,5.0,0,1KW9sAT_qNlr9FlEaQETsaHXQs9jTER7A
48,blues,1110491,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110491\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110491\1110491.mp3,1110491.mp3,10,5.0,0,1f5_0cUQorNRjUCDJxDeXEhSovsbjj9Sl
49,blues,1110492,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110492\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110492\1110492.mp3,1110492.mp3,10,5.0,0,1q-wPdSI3n2Iq2G2CSOCeSgnrWAo7l4W8
50,blues,1110493,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110493\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110493\1110493.mp3,1110493.mp3,10,5.0,0,1Km7v9WL0SeFUiKmsKyfcjcrfASnd8swb
51,blues,1110494,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110494\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110494\1110494.mp3,1110494.mp3,10,5.0,0,1NVRlGEOYp3hI8RKSOgA_O_gK6hefLH-_
52,blues,1110495,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110495\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110495\1110495.mp3,1110495.mp3,10,5.0,0,1CAuwd8566FXWiotjXsVU4t9PEp_7qdtN
53,blues,1110496,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110496\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110496\1110496.mp3,1110496.mp3,10,5.0,0,1v6IZhJOfC0_GoWxg4-zPRoycKNARDdSR
54,blues,1110497,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110497\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110497\1110497.mp3,1110497.mp3,10,5.0,0,1k8eolubGIZjKQZjSr9A5VhojepRVfzsY
55,blues,1110498,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110498\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110498\1110498.mp3,1110498.mp3,10,5.0,0,1ZG44FgJpiAEXNJItAsqwmMWbjO84Y1VT
56,blues,1110672,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1110672\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1110672\1110672.mp3,1110672.mp3,10,5.0,0,1NFy6UwmeFRgDBLGVxw1DZOLow5jkrJeG
57,blues,1113085,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1113085\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1113085\1113085.mp3,1113085.mp3,10,5.0,0,1tm2QjeYRRi_RVSWWaCnIstEnTQ882UDE
58,blues,1114537,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1114537\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1114537\1114537.mp3,1114537.mp3,10,5.0,0,1WSABFgv1rIbosQYGSAMEpUpU7rXveDEL
59,blues,1116434,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1116434\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1116434\1116434.mp3,1116434.mp3,10,5.0,0,1uYwoAn8pUm43yt7W2uufnsDklsujaFcu
60,blues,1119431,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1119431\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1119431\1119431.mp3,1119431.mp3,10,5.0,0,1GDvdgcq65oCu1WEBCxsocLZX4I_D-sdl
61,blues,1119589,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1119589\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1119589\1119589.mp3,1119589.mp3,10,5.0,0,1QtwFfIJEhTVmflKYIIHO0QijOd6CqNDY
62,blues,1121554,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1121554\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1121554\1121554.mp3,1121554.mp3,10,5.0,0,1VzMXMKwJ46YmrjtXAyzbcQBNM9jIeb9A
63,blues,1121561,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1121561\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1121561\1121561.mp3,1121561.mp3,10,5.0,0,1-EUdwJA97ej7_oLruYs7LnT1AqIPXYaj
64,blues,1133292,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1133292\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1133292\1133292.mp3,1133292.mp3,10,5.0,0,1gW9Q6ZJTvo1LmiYqzlV452r6Za0S3rpk
65,blues,1149624,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1149624\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1149624\1149624.mp3,1149624.mp3,10,5.0,0,1OeipNAKhysdxMQzOAPELuk3f_tNt-UCG
66,blues,1150898,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1150898\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1150898\1150898.mp3,1150898.mp3,10,5.0,0,1mNs-s4feWJH7XjLy-tDZAtpKnDibheDw
67,blues,1157012,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1157012\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1157012\1157012.mp3,1157012.mp3,10,5.0,0,1ohwVYm8oLhYFDI-kDlF2josydh7-Q6rZ
68,blues,1160481,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1160481\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1160481\1160481.mp3,1160481.mp3,10,5.0,0,1BUEKtWJ5DjDeBEjPC19G5nFlyKzZOPY2
69,blues,1162097,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1162097\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1162097\1162097.mp3,1162097.mp3,10,5.0,0,1gCRSPIcuBa0MgUnZykBzU8aDLtI02Xqt
70,blues,1163927,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1163927\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1163927\1163927.mp3,1163927.mp3,10,5.0,0,1WaG6UBGP_Llpjjj8-rx5JkCzNxDYvcEU
71,blues,1173760,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1173760\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1173760\1173760.mp3,1173760.mp3,10,5.0,0,1og4syybNrz4j2i-2lWC9EwU5pDZlwOYV
72,blues,1173761,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1173761\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1173761\1173761.mp3,1173761.mp3,10,5.0,0,1L1iwgiGJMexVUhLaiO-2s9vewsFeTHLp
73,blues,1173763,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1173763\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1173763\1173763.mp3,1173763.mp3,10,5.0,0,19BAm0Edhe8pg-Z6qSs5Q9LXUSY28UpoN
74,blues,1173764,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1173764\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1173764\1173764.mp3,1173764.mp3,10,5.0,0,1T6kzAIZcnIdNwv7SIwDGNK7aLXVqp5ik
75,blues,1177895,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1177895\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1177895\1177895.mp3,1177895.mp3,10,5.0,0,1JlPHN_XVozOop2JS_x_JQzymAaD3Mus5
76,blues,1179863,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1179863\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1179863\1179863.mp3,1179863.mp3,10,5.0,0,12S1YhnAuDXDjz36ovNLVpKKwc7wCiJ5X
77,blues,1185448,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1185448\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1185448\1185448.mp3,1185448.mp3,10,5.0,0,1-HUTwYKSOD80tR3CoYy6Qzprbx2_ORqN
78,blues,1187041,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1187041\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1187041\1187041.mp3,1187041.mp3,10,5.0,0,1eyk2nYOQr6VBb_cz0V_sCj-DQUOo-Aql
79,blues,1188137,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1188137\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1188137\1188137.mp3,1188137.mp3,10,5.0,0,163RHY6He21QrLLBc3JihTaeoJ66KwfZC
80,blues,1190782,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1190782\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1190782\1190782.mp3,1190782.mp3,10,5.0,0,1Q3bRCPD7kNXZZDWAXef18CvGtUVsaAgV
81,blues,1192256,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1192256\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1192256\1192256.mp3,1192256.mp3,10,5.0,0,1q4iqHoNqKgWa35UXzCF-V1Alay45t-h7
82,blues,1192260,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1192260\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1192260\1192260.mp3,1192260.mp3,10,5.0,0,1T0oVt0iGy3gTENfMuc_hnR4ZsFIitLDQ
83,blues,1203665,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1203665\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1203665\1203665.mp3,1203665.mp3,10,5.0,0,1GTmiJ-4CAZXHQGQ9sKcyXrJ5r5S3Turt
84,blues,1208613,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1208613\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1208613\1208613.mp3,1208613.mp3,10,5.0,0,1ligrHpi_uTryHkT-SaXYq-11eKYF7tVL
85,blues,1217712,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1217712\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1217712\1217712.mp3,1217712.mp3,10,5.0,0,1YCyPqFIvqwXIkyKjRYCBuWWv1_zkqRXB
86,blues,1221527,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1221527\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1221527\1221527.mp3,1221527.mp3,10,5.0,0,1GlGqISUxwCk-LV5ze_0NpKGxCbIiPLLC
87,blues,1227240,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\blues\1227240\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\blues\1227240\1227240.mp3,1227240.mp3,10,5.0,0,14eCBAD7kigRoWVgvPJi9sbkQFAyhu-23
